Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown
-1.9961492670090404,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8117030455132302,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4424164831293922,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18464328119191906,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0903962741004798,-0.33634008647730734,-0.2790758847973586,-0.19516082406675175,-0.2664265257957269,4.423936561510147,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.32398989548554374,-0.33634008647730734,-0.1422455013864773,-0.30573211755461016,-0.19920206360382708,0.19994323313274714,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.9961492670090404,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2543165883387314,-0.33634008647730734,0.1251097178126641,-0.30573211755461016,-0.26554199339846507,-0.26463226772394344,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2333965616889551,-0.33634008647730734,-0.2790758847973586,-0.30573211755461016,-0.2673110581929887,-0.26463226772394344,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.02437664024851803,0.605439542120561,-0.2790758847973586,-0.30573211755461016,-0.23192976230251516,-0.26463226772394344,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
